state,abbrev,population,positive,active,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,onVentilatorCurrently,recovered,dataQualityGrade,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,bedsPerThousand,total_beds
Utah,UT,3282115,51,51,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,67,66,,,,,0,,1,,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,19,19,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,3432,3354,,,,,0,,78,,,,,1845,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,83,83,,,,,0,,0,,,,,72,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,0,0,,,,,0,,0,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,1,1,,,,,0,,0,,144,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,28,28,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,22,22,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,18,18,,42,,,0,,0,42,143,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,335,329,,,,,0,,6,,8316,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,131,130,,,,,0,,1,,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,26,26,,,,,0,,0,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,17,17,,,,,0,,0,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,8,8,,,,,0,,0,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,141,137,,,,,0,,4,,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,121,120,,,,,0,,1,,121,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,7,7,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,22,22,,,,,0,,0,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,5,5,,,,,0,,0,,270,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,93,93,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,24,23,,,,,0,,1,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,11,10,,,,,0,,1,,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,21,20,,,,,0,,1,,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,115,113,,,,,0,,2,,,,,,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,97,97,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,37,35,,,,,0,,2,,,,,,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,17,17,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,1933,1933,,,,,0,,0,,,,,2873,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,179,179,,,,,0,,0,,2018,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,6,6,,,,,0,,0,,287,29,257,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,12,12,,,,,0,,0,,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,7,7,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,33,33,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,18,18,,,,,0,,0,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,13,13,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,178,176,,,,,0,,2,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,17,17,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,45,44,,,,,0,,1,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,950,943,,,,,0,,7,,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,50,50,,,,,0,,0,,,,,50,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,39,39,,,,,0,,0,,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,76,76,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,21,21,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,28,27,,,,,0,,1,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,52,52,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,57,57,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,39,39,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,51,50,,,,,0,,1,,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,17,17,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,3107,3038,,,,,0,,69,,,,,1581,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,56,56,,,,,0,,0,,,,,47,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,0,0,,,,,0,,0,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,3,3,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,1,1,,,,,0,,0,,144,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,12,12,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,16,16,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,12,12,,36,,,0,,0,36,133,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,293,288,,,,,0,,5,,1209,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,131,130,,,,,0,,1,,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,20,20,,,,,0,,0,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,16,16,,,,,0,,0,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,116,112,,,,,0,,4,,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,99,98,,,,,0,,1,,99,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,2,2,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,18,18,,,,,0,,0,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,5,5,,,,,0,,0,,179,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,64,64,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,19,19,,,,,0,,0,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,8,7,,,,,0,,1,,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,16,15,,,,,0,,1,,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,90,88,,,,,0,,2,,,,,,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,64,64,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,31,31,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,3,3,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,1480,1480,,,,,0,,0,,,,,2175,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,128,128,,,,,0,,0,,1515,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,5,5,,,,,0,,0,,188,19,168,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,7,7,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,32,32,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,17,17,,,,,0,,0,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,13,13,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,98,96,,,,,0,,2,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,13,13,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,21,20,,,,,0,,1,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,729,726,,,,,0,,3,,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,36,36,,,,,0,,0,,,,,36,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,9,9,,,,,0,,0,,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,36,36,,,,,0,,0,,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,63,63,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,20,20,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,19,19,,,,,0,,0,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,9,9,,,,,0,,0,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,39,39,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,56,56,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,28,28,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,45,44,,,,,0,,1,,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,12,12,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,2738,2681,,,,,0,,57,,,,,1281,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,37,37,,,,,0,,0,,,,,33,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,0,0,,,,,0,,0,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,3,3,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,1,1,,,,,0,,0,,144,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,12,12,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,12,12,,26,,,0,,0,26,133,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,252,247,,,,,0,,5,,1168,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,101,100,,,,,0,,1,,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,11,11,,,,,0,,0,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,77,74,,,,,0,,3,,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,66,65,,,,,0,,1,,66,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,2,2,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,17,17,,,,,0,,0,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,2,2,,,,,0,,0,,176,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,46,46,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,15,15,,,,,0,,0,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,6,5,,,,,0,,1,,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,14,13,,,,,0,,1,,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,51,51,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,38,38,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,26,26,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,3,3,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,1196,1196,,,,,0,,0,,,,,1717,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,90,90,,,,,0,,0,,937,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,4,4,,,,,0,,0,,115,12,102,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,5,5,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,23,23,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,14,14,,,,,0,,0,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,7,7,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,50,49,,,,,0,,1,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,20,20,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,524,524,,,,,0,,0,,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,13,13,,,,,0,,0,,,,,13,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,4,4,,,,,0,,0,,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,30,30,,,,,0,,0,,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,47,47,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,20,20,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,13,13,,,,,0,,0,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,9,9,,,,,0,,0,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,32,32,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,51,51,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,30,30,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,8,8,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,2484,2433,,,,,0,,51,,,,,1174,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,23,23,,,,,0,,0,,,,,19,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,0,0,,,,,0,,0,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,2,2,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,1,1,,,,,0,,0,,60,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,9,9,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,9,9,,22,,,0,,0,22,103,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,202,198,,,,,0,,4,,1118,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,72,72,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,4,4,,,,,0,,0,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,50,48,,,,,0,,2,,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,42,41,,,,,0,,1,,42,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,2,2,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,16,16,,,,,0,,0,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,0,0,,,,,0,,0,,131,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,32,32,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,12,12,,,,,0,,0,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,11,11,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,36,36,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,23,23,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,17,17,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,3,3,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,945,945,,,,,0,,0,,,,,1353,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,62,62,,,,,0,,0,,603,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,2,2,,,,,0,,0,,87,11,76,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,4,4,,,,,0,,0,,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,15,15,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,13,13,,,,,0,,0,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,50,49,,,,,0,,1,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,11,11,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,421,421,,,,,0,,0,,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,13,13,,,,,0,,0,,,,,13,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,3,3,,,,,0,,0,,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,30,30,,,,,0,,0,,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,41,41,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,14,14,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,12,12,,,,,0,,0,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,9,9,,,,,0,,0,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,26,26,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,39,39,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,30,30,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,5,5,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,2218,2171,,,,,0,,47,,,,,1018,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,23,23,,,,,0,,0,,,,,19,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,0,0,,,,,0,,0,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,0,0,,,,,0,,0,,46,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,0,0,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,9,9,,16,,,0,,0,16,91,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,202,198,,,,,0,,4,,1118,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,45,45,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,4,4,,,,,0,,0,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,32,30,,,,,0,,2,,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,31,31,,,,,0,,0,,31,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,2,2,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,14,14,,,,,0,,0,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,0,0,,,,,0,,0,,93,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,25,25,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,12,12,,,,,0,,0,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,4,4,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,8,8,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,14,14,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,8,8,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,12,12,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,702,702,,,,,0,,0,,,,,996,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,43,43,,,,,0,,0,,350,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,1,1,,,,,0,,0,,65,9,56,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,12,12,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,30,29,,,,,0,,1,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,5,5,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,7,7,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,216,216,,,,,0,,0,,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,5,5,,,,,0,,0,,,,,5,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,3,3,,,,,0,,0,,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,19,19,,,,,0,,0,,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,22,22,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,5,5,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,8,8,,,,,0,,0,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,18,18,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,23,23,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,4,4,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,17,17,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,2,2,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,1921,1877,,,,,0,,44,,,,,801,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,9,9,,,,,0,,0,,,,,8,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,0,0,,,,,0,,0,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,0,0,,,,,0,,0,,46,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,0,0,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,0,0,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,9,9,,11,,,0,,0,11,68,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,157,157,,,,,0,,0,,1073,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,28,28,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,3,3,,,,,0,,0,,,,,,0,0,0,0,0,,2,7126.154
