state,abbrev,population,positive,active,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,onVentilatorCurrently,recovered,dataQualityGrade,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,bedsPerThousand,total_beds
New Mexico,NM,2096640,57,57,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,190,183,,,,,0,,7,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,15168,15054,2043,2354,,,0,,114,2354,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,351,348,,83,,,0,,3,83,,,,351,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,67,65,,11,,,0,,2,11,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,161,157,,43,,,0,,4,43,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,479,477,,,,,0,,2,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,83,83,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,195,192,,,,,0,,3,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,21,20,,,,,0,,1,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,505,505,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,334,329,,,,,0,,5,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,181,180,,,,,0,,1,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,219,216,,32,,,0,,3,32,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,76,74,,,,,0,,2,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,5121,4995,,,,,0,,126,,,,,3149,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,425,421,,,,,0,,4,,,,,385,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,12,12,,1,,,0,,0,1,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,24,24,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,14,14,,0,,,0,,0,0,772,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,124,124,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,118,118,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,104,103,,128,,,0,,1,128,344,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,1279,1255,,,,,0,,24,,12528,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,363,359,,44,,,0,,4,44,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,194,190,,,,,0,,4,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,77,76,,,,,0,,1,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,45,45,,,,,0,,0,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,658,646,,158,,,0,,12,158,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,507,493,,,,,0,,14,,3064,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,37,37,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,68,68,,,,,0,,0,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,31,31,,,,,0,,0,,911,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,753,747,,,,,0,,6,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,126,122,,1,,,0,,4,1,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,55,53,,,,,0,,2,,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,54,52,,,,,0,,2,,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,580,564,,,,,0,,16,,,,,,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,426,419,,61,,,0,,7,61,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,190,187,,,,,0,,3,,,,,,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,73,73,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,7023,7000,,,,,0,,23,,5203,1117,4086,7726,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,327,326,,,,,0,,1,,4279,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,73,70,,,,,0,,3,,3455,250,3201,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,140,139,,,,,0,,1,,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,20,20,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,184,184,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,28,28,,3,,,0,,0,3,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,38,38,,,,,0,,0,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,55,55,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,1327,1311,,,,,0,,16,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,57,57,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,124,119,,,,,0,,5,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,10356,10312,1436,1531,,,0,,44,1531,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,247,244,,58,,,0,,3,58,,,,247,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,53,52,,10,,,0,,1,10,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,114,111,,,,,0,,3,,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,371,369,,,,,0,,2,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,66,66,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,152,151,,,,,0,,1,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,14,13,,,,,0,,1,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,371,371,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,304,299,,,,,0,,5,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,136,136,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,152,150,,25,,,0,,2,25,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,52,50,,,,,0,,2,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,4837,4726,,,,,0,,111,,,,,2965,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,315,311,,,,,0,,4,,,,,281,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,11,11,,1,,,0,,0,1,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,23,23,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,12,12,,,,,0,,0,,698,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,81,81,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,96,96,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,65,65,,108,,,0,,0,108,276,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,1063,1043,,,,,0,,20,,11487,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,277,274,,,,,0,,3,,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,194,191,,,,,0,,3,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,71,70,,,,,0,,1,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,38,38,,,,,0,,0,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,520,510,,,,,0,,10,,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,420,407,,,,,0,,13,,2386,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,26,26,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,45,45,,,,,0,,0,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,23,23,,,,,0,,0,,613,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,585,580,,,,,0,,5,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,79,77,,,,,0,,2,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,44,43,,,,,0,,1,,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,47,46,,,,,0,,1,,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,473,461,,,,,0,,12,,,,,,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,314,309,,,,,0,,5,,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,149,146,,,,,0,,3,,,,,,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,57,57,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,6219,6206,,,,,0,,13,,3845,804,3041,6938,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,303,303,,,,,0,,0,,4044,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,47,46,,,,,0,,1,,2327,176,2148,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,80,79,,,,,0,,1,,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,16,16,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,137,137,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,20,20,,,,,0,,0,,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,32,32,,,,,0,,0,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,44,44,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,890,879,,,,,0,,11,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,43,43,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,109,106,,,,,0,,3,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,7102,7067,1042,,,,0,,35,,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,169,168,,,,,0,,1,,,,,169,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,49,48,,,,,0,,1,,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,114,111,,,,,0,,3,,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,268,267,,,,,0,,1,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,54,54,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,81,80,,,,,0,,1,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,14,13,,,,,0,,1,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,228,228,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,194,189,,,,,0,,5,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,112,112,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,114,112,,,,,0,,2,,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,44,42,,,,,0,,2,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,4551,4447,,,,,0,,104,,,,,2771,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,235,232,,,,,0,,3,,,,,206,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,7,7,,,,,0,,0,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,19,19,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,6,6,,,,,0,,0,,438,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,68,68,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,46,46,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,44,44,,85,,,0,,0,85,219,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,924,906,,,,,0,,18,,9711,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,216,214,,,,,0,,2,,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,96,95,,,,,0,,1,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,39,39,,,,,0,,0,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,30,30,,,,,0,,0,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,390,382,,,,,0,,8,,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,287,277,,,,,0,,10,,1831,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,16,16,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,38,38,,,,,0,,0,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,11,11,,,,,0,,0,,470,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,422,418,,,,,0,,4,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,56,54,,,,,0,,2,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,34,33,,,,,0,,1,,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,35,34,,,,,0,,1,,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,347,339,,,,,0,,8,,,,,,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,229,226,,,,,0,,3,,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,107,105,,,,,0,,2,,,,,,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,53,53,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,5276,5266,,,,,0,,10,,2590,539,2051,6150,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,287,287,,,,,0,,0,,3236,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,24,23,,,,,0,,1,,1530,120,1409,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,50,50,,,,,0,,0,,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,12,12,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,97,97,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,15,15,,,,,0,,0,,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,27,27,,,,,0,,0,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,39,39,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,742,733,,,,,0,,9,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,35,35,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,95,92,,,,,0,,3,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,4152,4140,617,,,,0,,12,,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,119,119,,,,,0,,0,,,,,119,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,44,43,,,,,0,,1,,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,88,85,,,,,0,,3,,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,185,184,,,,,0,,1,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,44,44,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,60,59,,,,,0,,1,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,11,10,,,,,0,,1,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,154,154,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,143,140,,,,,0,,3,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,78,78,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,94,92,,,,,0,,2,,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,28,28,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,4146,4054,,,,,0,,92,,,,,2467,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,174,174,,,,,0,,0,,,,,155,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,2,2,,,,,0,,0,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,18,18,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,6,6,,,,,0,,0,,412,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,46,46,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,33,33,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,28,28,,67,,,0,,0,67,176,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,611,598,,,,,0,,13,,8592,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,183,181,,,,,0,,2,,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,68,68,,,,,0,,0,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,31,31,,,,,0,,0,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,25,25,,,,,0,,0,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,314,307,,,,,0,,7,,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,197,196,,,,,0,,1,,1508,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,14,14,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,29,29,,,,,0,,0,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,9,9,,,,,0,,0,,468,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,288,287,,,,,0,,1,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,39,37,,,,,0,,2,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,16,15,,,,,0,,1,,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,26,25,,,,,0,,1,,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,240,234,,,,,0,,6,,,,,,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,156,154,,,,,0,,2,,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,85,83,,,,,0,,2,,,,,,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,43,43,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,4531,4526,,,,,0,,5,,1852,374,1478,5221,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,269,269,,,,,0,,0,,2954,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,13,13,,,,,0,,0,,845,70,774,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,34,34,,,,,0,,0,,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,63,63,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,6,6,,,,,0,,0,,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,24,24,,,,,0,,0,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,26,26,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,427,422,,,,,0,,5,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,28,28,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,55,53,,,,,0,,2,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,2382,2370,416,,,,0,,12,,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,88,88,,,,,0,,0,,,,,88,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,29,29,,,,,0,,0,,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,75,72,,,,,0,,3,,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,133,132,,,,,0,,1,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,33,33,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,60,59,,,,,0,,1,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,11,10,,,,,0,,1,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,98,98,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,83,81,,,,,0,,2,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,63,63,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,77,76,,,,,0,,1,,,,,,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,21,21,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,3810,3728,,,,,0,,82,,,,,2134,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,121,121,,,,,0,,0,,,,,106,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,1,1,,,,,0,,0,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,15,15,,,,,0,,0,,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,3,3,,,,,0,,0,,337,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,36,36,,,,,0,,0,,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,22,22,,,,,0,,0,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,20,20,,55,,,0,,0,55,162,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,483,472,,,,,0,,11,,8464,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,160,159,,,,,0,,1,,,,,,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,41,41,,,,,0,,0,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,22,22,,,,,0,,0,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,16,16,,,,,0,,0,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,186,180,,,,,0,,6,,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,146,145,,,,,0,,1,,146,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,10,10,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,23,23,,,,,0,,0,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,7,7,,,,,0,,0,,353,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,159,158,,,,,0,,1,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,30,28,,,,,0,,2,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,15,14,,,,,0,,1,,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,22,21,,,,,0,,1,,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,137,133,,,,,0,,4,,,,,,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,118,118,,,,,0,,0,,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,57,57,,,,,0,,0,,,,,,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,32,32,,,,,0,,0,,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,3659,3657,,,,,0,,2,,1100,221,879,4491,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,246,246,,,,,0,,0,,2522,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,8,8,,,,,0,,0,,405,39,365,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,21,21,,,,,0,,0,,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,8,8,,,,,0,,0,,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,40,40,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,3,3,,,,,0,,0,,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,21,21,,,,,0,,0,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,17,17,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,267,264,,,,,0,,3,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,23,23,,,,,0,,0,,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,55,54,,,,,0,,1,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,1700,1693,325,,,,0,,7,,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,67,67,,,,,0,,0,,,,,67,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,17,17,,,,,0,,0,,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,47,47,,,,,0,,0,,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,96,96,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,23,23,,,,,0,,0,,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,33,32,,,,,0,,1,,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,11,11,,,,,0,,0,,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,73,73,,,,,0,,0,,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,64,63,,,,,0,,1,,,,,,0,0,0,0,0,,2.3,67786.2785
